form,lemma
of,of
the,the
Executive,executive
Branch,branch
:,:
it,it
is,be
a,a
separate,separate
entity,entity
.,.
	,PUNCT
Commander,Commander
In,in
Chief,Chief
	,PUNCT
does,do
n't,not
mean,mean
that,that
he,he
is,be
the,the
boss,boss
of,of
the,the
Military,military
",",","
merely,merely
mean,mean
that,that
he,he
is,be
the,the
Administrator,administrator
",",","
just,just
as,as
he,he
is,be
the,the
Administrator,administrator
of,of
the,the
Executive,executive
Branch,branch
",",","
charged,charge
with,with
	,PUNCT
executing,execute
faithfully,faithfully
	,PUNCT
all,all
the,the
laws,law
passed,pass
by,by
Congress,Congress
and,and
all,all
the,the
Decisions,decision
rendered,render
by,by
the,the
Supreme,Supreme
Court,Court
.,.
Under,under
the,the
Unitary,Unitary
Executive,Executive
Theory,Theory
",",","
the,the
Laws,law
of,of
Congress,Congress
and,and
Decisions,decision
of,of
the,the
Supreme,Supreme
Court,Court
have,have
no,no
actual,actual
authority,authority
unless,unless
the,the
President,President
agrees,agree
with,with
them,they
.,.
And,and
so,so
Congress,Congress
and,and
the,the
Supreme,Supreme
Court,Court
become,become
mere,mere
advisors,advisor
to,to
the,the
President,President
",",","
with,with
no,no
real,real
authority,authority
over,over
him,he
.,.
And,and
the,the
President,President
becomes,become
a,a
Dictator,dictator
",",","
unrestrained,unrestrained
by,by
anything,anything
in,in
the,the
Constitution,constitution
",",","
backed,back
up,up
by,by
the,the
Armed,armed
Forces,force
",",","
which,which
would,would
be,be
entirely,entirely
under,under
his,he
personal,personal
control,control
.,.
And,and
thus,thus
the,the
United,United
States,States
of,of
America,America
-,-
The,the
Land,land
Of,of
The,the
Free,free
And,and
The,the
Home,home
Of,of
The,the
Brave,brave
-,-
becomes,become
just,just
another,another
Military,military
Dictatorship,dictatorship
",",","
no,no
better,better
than,than
Nazi,Nazi
Germany,Germany
or,or
Fascist,fascist
Italy,Italy
during,during
World,World
War,War
II,ii
.,.
AND,and
THAT,that
IS,be
WHY,why
ALL,all
AMERICANS,AMERICANS
SHOULD,should
OPPOSE,oppose
THE,the
NOMINATION,nomination
OF,of
SAMUEL,SAMUEL
ALITO,ALITO
.,.
For,for
details,detail
and,and
further,further
proof,proof
",",","
please,please
see,see
these,these
websites,website
:,:
Testimony,testimony
at,at
http://judiciary.senate.gov/testimony.cfm?id=1725&wit_id=4905,http://judiciary.senate.gov/testimony.cfm?id=1725&wit_id=4905
Descriptions,description
and,and
Links,link
at,at
http://www.UnitaryExecutive.net,http://www.unitaryexecutive.net
Blessings,blessing
to,to
you,you
.,.
May,may
God,God
help,help
us,we
all,all
.,.
And,and
may,may
God,God
bless,bless
America,America
!,!
Rev.,Rev.
Bill,Bill
McGinnis,McGinnis
",",","
Director,director
http://www.LoveAllPeople.org,http://www.loveallpeople.org
and,and
http://www.InternetchurchOfChrist.org,http://www.internetchurchofchrist.org
Copies,copy
of,of
this,this
message,message
are,be
located,locate
below,below
.,.
If,if
you,you
want,want
to,to
help,help
",",","
please,please
send,send
them,they
to,to
everyone,everyone
you,you
know,know
who,who
needs,need
to,to
read,read
them,they
.,.
http://www.loveallpeople.org/theonereasonwhy.html,http://www.loveallpeople.org/theonereasonwhy.html
and,and
http://www.loveallpeople.org/theonereasonwhy.txt,http://www.loveallpeople.org/theonereasonwhy.txt
,
CONTACT,contact
William,William
McGinnis,McGinnis
(,(
Rev.,Rev.
Bill,Bill
McGinnis,McGinnis
),)
1908,1908
Mt,Mt
Vernon,Vernon
Ave,Ave
,
2543,2543
Alexandria,Alexandria
",",","
VA,VA
22301,22301
7037686710,7037686710
bmc...@patriot.net,bmc...@patriot.net
Reply,reply
NASA,NASA
&,&
Company,company
Diplomacy,diplomacy
-,-
Trying,try
to,to
keep,keep
Moon,moon
Landing,landing
Hoax,hoax
a,a
secret,secret
in,in
modern,modern
times,time
Some,some
strategies,strategy
being,be
used,use
by,by
NASA,NASA
&,&
Company,company
in,in
relation,relation
to,to
China,China
and,and
other,other
space,space
planning,plan
countries,country
are,be
mentioned,mention
here,here
after,after
being,be
gleaned,glean
from,from
a,a
news,news
item,item
underneath,underneath
.,.
Country,country
has,have
an,a
Independent,independent
strategy,strategy
=,=
NASA,NASA
&,&
company,company
to,to
use,use
	,PUNCT
Numero,numero
Uno,uno
	,PUNCT
strategy,strategy
",",","
try,try
to,to
assert,assert
",",","
beat,beat
",",","
mesh,mesh
and,and
control,control
the,the
space,space
program,program
of,of
the,the
country,country
.,.
This,this
can,can
also,also
be,be
through,through
political,political
",",","
economical,economical
",",","
social,social
",",","
and,and
technological,technological
influence,influence
.,.
Country,country
not,not
open,open
or,or
not,not
have,have
fixed,fix
strategy,strategy
=,=
NASA,NASA
&,&
Company,company
to,to
use,use
	,PUNCT
freeze,freeze
thawed,thawed
	,PUNCT
strategy,strategy
especially,especially
when,when
the,the
country,country
has,have
a,a
challenging,challenging
",",","
growing,grow
and,and
ambitious,ambitious
space,space
program,program
.,.
This,this
can,can
also,also
be,be
through,through
political,political
",",","
economical,economical
",",","
social,social
",",","
and,and
technological,technological
influence,influence
.,.
Dependant,dependant
=,=
NASA,NASA
&,&
Company,company
to,to
use,use
	,PUNCT
space,space
station,station
	,PUNCT
model,model
to,to
unify,unify
the,the
aims,aim
of,of
different,different
countries,country
.,.
This,this
is,be
really,really
an,a
end,end
goal,goal
aim,aim
of,of
NASA,NASA
&,&
Company,company
and,and
also,also
does,do
not,not
allow,allow
anyone,anyone
challenging,challenge
the,the
moon,moon
landing,landing
hoax,hoax
.,.
The,the
target,target
for,for
NASA,NASA
&,&
Company,Company
probably,probably
to,to
get,get
by,by
2018,2018
all,all
the,the
ambitious,ambitious
space,space
program,program
countries,country
shifting,shift
towards,towards
this,this
model,model
",",","
through,through
the,the
propaganda,propaganda
of,of
another,another
moon,moon
mission,mission
;,;
deliberately,deliberately
failing,fail
this,this
or,or
trying,try
hard,hard
for,for
another,another
moon,moon
landing,landing
hoax,hoax
;,;
achieving,achieve
the,the
real,real
aim,aim
of,of
space,space
unity,unity
between,between
space,space
programs,program
of,of
other,other
countries,country
.,.
China,China
launches,launch
its,its
second,second
manned,manned
spaceflight,spaceflight
mission,mission
Secretive,secretive
efforts,effort
keep,keep
outsiders,outsider
in,in
the,the
dark,dark
about,about
the,the
program,program
's,'s
goals,goal
By,by
MARK,MARK
CARREAU,CARREAU
Copyright,copyright
2005,2005
Houston,Houston
Chronicle,Chronicle
Reuters,Reuters
China,China
launched,launch
Shenzhou,Shenzhou
VI,VI
",",","
its,its
second,second
manned,manned
spacecraft,spacecraft
",",","
early,early
today,today
in,in
northwest,northwest
China,China
's,'s
Gansu,Gansu
Province,Province
.,.
A,a
pair,pair
of,of
military,military
pilots,pilot
embarked,embark
on,on
China,China
's,'s
second,second
manned,manned
space,space
flight,flight
early,early
today,today
",",","
hurtling,hurtle
into,into
orbit,orbit
on,on
a,a
test,test
mission,mission
that,that
could,could
span,span
five,five
days,day
.,.
The,the
crew,crew
of,of
the,the
Shenzhou,Shenzhou
VI,VI
spacecraft,spacecraft
was,be
identified,identify
as,as
Fei,Fei
Junlong,Junlong
",",","
40,40
",",","
and,and
Nie,Nie
Haishen,Haishen
",",","
41,41
",",","
by,by
China,China
's,'s
official,official
news,news
agency,agency
.,.
The,the
successful,successful
launch,launch
from,from
the,the
Jiuquan,Jiuquan
Satellite,Satellite
Launch,Launch
Center,Center
in,in
northwest,northwest
China,China
follows,follow
the,the
solo,solo
flight,flight
of,of
Yang,Yang
Liwei,Liwei
in,in
October,October
2003,2003
.,.
His,he
one,one
-,-
day,day
mission,mission
vaulted,vault
his,he
communist,communist
homeland,homeland
into,into
the,the
elite,elite
circle,circle
of,of
spacefaring,spacefaring
nations,nation
-,-
Russia,Russia
and,and
the,the
United,United
States,States
-,-
that,that
can,can
launch,launch
and,and
sustain,sustain
humans,human
in,in
space,space
.,.
Most,most
experts,expert
believe,believe
China,China
intends,intend
to,to
develop,develop
a,a
small,small
space,space
station,station
of,of
its,its
own,own
over,over
the,the
next,next
several,several
years,year
.,.
But,but
they,they
remain,remain
uncertain,uncertain
about,about
whether,whether
China,China
aims,aim
to,to
beat,beat
the,the
United,United
States,States
to,to
the,the
moon,moon
in,in
its,its
secretive,secretive
space,space
effort,effort
.,.
President,President
Bush,Bush
has,have
directed,direct
NASA,NASA
to,to
return,return
to,to
the,the
moon,moon
by,by
2018,2018
with,with
a,a
new,new
generation,generation
of,of
human,human
explorers,explorer
.,.
China,China
's,'s
	,PUNCT
is,be
not,not
a,a
fly,fly
-,-
by,by
-,-
night,night
program,program
",",","
	,PUNCT
said,say
Joan,Joan
Johnson,Johnson
-,-
Freese,Freese
",",","
an,a
expert,expert
on,on
national,national
security,security
who,who
follows,follow
space,space
developments,development
in,in
the,the
Asian,asian
nation,nation
at,at
the,the
Naval,Naval
War,War
College,College
in,in
Newport,Newport
",",","
R.I,R.I
.,.
	,PUNCT
They,they
are,be
not,not
in,in
any,any
hurry,hurry
.,.
They,they
want,want
a,a
program,program
that,that
will,will
be,be
a,a
success,success
",",","
	,PUNCT
Johnson,Johnson
-,-
Freese,Freese
said,say
.,.
	,PUNCT
They,they
are,be
not,not
going,go
to,to
rush,rush
it,it
",",","
because,because
they,they
do,do
n't,not
want,want
it,it
to,to
be,be
a,a
budget,budget
buster,buster
.,.
Economics,economics
will,will
be,be
a,a
big,big
determiner,determiner
in,in
the,the
speed,speed
of,of
their,they
program,program
.,.
	,PUNCT
China,China
's,'s
overtures,overture
to,to
join,join
the,the
U.S.,U.S.
-,-
led,lead
effort,effort
to,to
develop,develop
the,the
16,16
-,-
nation,nation
international,international
space,space
station,station
have,have
been,be
thwarted,thwart
for,for
more,more
than,than
a,a
decade,decade
over,over
a,a
range,range
of,of
issues,issue
",",","
including,include
the,the
Asian,asian
country,country
's,'s
human,human
rights,rights
policies,policy
and,and
worries,worry
it,it
could,could
acquire,acquire
technologies,technology
that,that
could,could
pose,pose
a,a
security,security
threat,threat
.,.
The,the
freeze,freeze
thawed,thaw
some,some
after,after
Yang,Yang
's,'s
2003,2003
mission,mission
.,.
China,China
was,be
among,among
30,30
nations,nation
invited,invite
to,to
send,send
a,a
delegate,delegate
to,to
NASA,NASA
-,-
sponsored,sponsor
roundtable,roundtable
discussions,discussion
on,on
Bush,Bush
's,'s
strategy,strategy
to,to
reach,reach
the,the
moon,moon
with,with
astronauts,astronaut
as,as
the,the
first,first
step,step
in,in
the,the
exploration,exploration
of,of
Mars,Mars
and,and
other,other
-,-
deep,deep
space,space
destinations,destination
.,.
	,PUNCT
We,we
applaud,applaud
China,China
's,'s
space,space
achievements,achievement
",",","
	,PUNCT
NASA,NASA
spokesman,spokesman
Allard,Allard
Beutel,Beutel
said,say
Tuesday,Tuesday
.,.
	,PUNCT
We,we
wish,wish
them,they
a,a
successful,successful
return,return
of,of
their,they
astronauts,astronaut
.,.
	,PUNCT
He,he
stressed,stress
",",","
however,however
",",","
that,that
NASA,NASA
would,would
not,not
follow,follow
this,this
week,week
's,'s
Chinese,chinese
mission,mission
through,through
formal,formal
channels,channel
.,.
At,at
present,present
",",","
there,there
are,be
no,no
plans,plan
for,for
additional,additional
meetings,meeting
with,with
foreign,foreign
powers,power
to,to
discuss,discuss
the,the
Bush,Bush
exploration,exploration
initiative,initiative
or,or
to,to
extend,extend
an,a
invitation,invitation
to,to
China,China
to,to
join,join
the,the
space,space
station,station
partnership,partnership
",",","
Beutel,Beutel
said,say
.,.
The,the
flight,flight
of,of
Fei,Fei
and,and
Nie,Nie
could,could
mark,mark
the,the
end,end
of,of
the,the
opening,open
chapter,chapter
in,in
a,a
three,three
-,-
phase,phase
Chinese,chinese
space,space
initiative,initiative
",",","
Johnson,Johnson
-,-
Freese,Freese
said,say
.,.
The,the
first,first
phase,phase
",",","
she,she
said,say
",",","
will,will
demonstrate,demonstrate
the,the
capability,capability
of,of
a,a
multi-compartment,multi-compartment
spacecraft,spacecraft
that,that
will,will
leave,leave
a,a
test,test
module,module
in,in
orbit,orbit
when,when
the,the
two,two
fliers,flier
return,return
to,to
Earth,Earth
.,.
The,the
Chinese,chinese
program,program
's,'s
second,second
phase,phase
will,will
include,include
spacewalks,spacewalk
on,on
future,future
missions,mission
and,and
demonstrations,demonstration
of,of
docking,docking
and,and
undocking,undocking
techniques,technique
.,.
The,the
final,final
phase,phase
will,will
feature,feature
the,the
assembly,assembly
and,and
operation,operation
of,of
a,a
longer,longer
-,-
duration,duration
space,space
lab,lab
.,.
At,at
least,least
one,one
expert,expert
believes,believe
China,China
's,'s
intentions,intention
might,might
include,include
a,a
surprise,surprise
attempt,attempt
to,to
circle,circle
the,the
moon,moon
with,with
astronauts,astronaut
before,before
NASA,NASA
's,'s
planned,plan
lunar,lunar
return,return
.,.
	,PUNCT
The,the
Americans,Americans
would,would
be,be
wise,wise
to,to
plan,plan
accordingly,accordingly
",",","
	,PUNCT
said,say
John,John
E.,E.
Pike,Pike
",",","
director,director
of,of
the,the
Alexandria,Alexandria
",",","
Va.,Va.
-,-
based,base
GlobalSecurity.org,globalsecurity.org
",",","
a,a
small,small
national,national
security,security
think,think
tank,tank
.,.
	,PUNCT
There,there
is,be
always,always
the,the
possibility,possibility
they,they
could,could
jam,jam
us,we
up,up
",",","
make,make
us,we
look,look
like,like
we,we
are,be
not,not
numero,numero
uno,uno
",",","
	,PUNCT
Pike,Pike
said,say
.,.
During,during
the,the
U.S.,U.S.
and,and
Russian,russian
lunar,lunar
race,race
during,during
the,the
Cold,Cold
War,War
",",","
NASA,NASA
scored,score
an,a
early,early
coup,coup
by,by
circling,circle
the,the
moon,moon
with,with
the,the
Apollo,Apollo
8,8
crew,crew
over,over
the,the
1968,1968
Christmas,Christmas
holidays,holiday
.,.
As,as
it,it
turned,turn
out,out
